customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,AvgMonthlySpend,CustomerLifetimeValue,ServiceCount,IsFamilyCustomer,IsDigitalCustomer,ContractRiskScore,TenureBucket,cluster,segment
C1002852,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,25.12,547.26,No,27.36,502.4,1,1,0,1,7-24m,0,Budget Customers
C1002853,Male,0,Yes,No,0,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),57.36,0.0,Yes,0.0,0.0,1,1,1,2,0-6m,2,Budget Customers
C1002854,Female,0,No,No,23,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),60.6,1396.02,Yes,60.7,1393.8,3,0,1,3,7-24m,1,High-Risk Customers
C1002855,Male,1,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,932.76,No,19.04,935.9,1,1,0,3,49m+,0,Budget Customers
C1002856,Female,0,No,Yes,30,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Mailed check,58.38,1732.12,Yes,57.74,1751.4,3,1,0,2,25-48m,2,Budget Customers
C1002857,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Electronic check,76.42,3973.55,No,76.41,3973.84,3,0,0,1,49m+,3,Budget Customers
C1002858,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.46,335.08,Yes,67.02,357.3,2,0,0,3,0-6m,1,High-Risk Customers
C1002859,Male,1,Yes,Yes,18,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,61.12,1091.38,No,60.63,1100.16,4,1,0,3,7-24m,1,High-Risk Customers
C1002860,Male,0,Yes,No,17,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,310.43,Yes,18.26,306.0,2,1,0,3,7-24m,0,Budget Customers
C1002861,Female,0,No,Yes,4,No,No phone service,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Electronic check,73.44,268.14,Yes,67.04,293.76,1,1,1,2,0-6m,2,Budget Customers
C1002862,Female,0,No,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),81.41,3823.13,No,81.34,3826.27,5,0,0,1,25-48m,3,Budget Customers
C1002863,Female,1,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,291.49,No,19.43,270.0,1,1,0,3,7-24m,0,Budget Customers
C1002864,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,585.26,No,17.21,612.0,1,0,0,1,25-48m,0,Budget Customers
C1002865,Male,0,No,No,72,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),54.59,3933.25,No,54.63,3930.48,2,0,1,1,49m+,3,Budget Customers
C1002866,Male,1,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,73.82,1296.1,No,72.01,1328.76,3,1,1,1,7-24m,2,Budget Customers
C1002867,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,90.93,1321.88,No,94.42,1273.02,5,1,0,2,7-24m,2,Budget Customers
C1002868,Female,0,No,No,67,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),94.03,6312.36,No,94.21,6300.01,5,0,0,1,49m+,3,Budget Customers
C1002869,Male,0,No,No,26,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Mailed check,81.09,2068.38,No,79.55,2108.34,3,0,0,1,25-48m,2,Budget Customers
C1002870,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.61,1642.97,No,78.24,1587.81,3,0,0,3,7-24m,1,High-Risk Customers
C1002871,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.07,4122.49,No,79.28,4111.64,3,1,1,3,49m+,4,Loyal Premium Customers
C1002872,Female,0,Yes,No,9,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,79.56,689.83,Yes,76.65,716.04,2,1,1,3,7-24m,1,High-Risk Customers
C1002873,Male,0,Yes,No,27,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),56.0,1585.36,No,58.72,1512.0,2,1,1,1,25-48m,2,Budget Customers
C1002874,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.5,996.35,No,71.17,1001.0,1,1,0,3,7-24m,1,High-Risk Customers
C1002875,Female,0,No,No,65,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),60.9,3910.16,No,60.16,3958.5,4,0,1,1,49m+,3,Budget Customers
C1002876,Female,0,Yes,No,21,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,87.2,1868.39,No,88.97,1831.2,3,1,1,1,7-24m,2,Budget Customers
C1002877,Female,0,Yes,No,41,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),64.45,2651.47,No,64.67,2642.45,5,1,0,3,25-48m,4,Loyal Premium Customers
C1002878,Female,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,83.94,3230.64,No,85.02,3189.72,4,0,0,2,25-48m,3,Budget Customers
C1002879,Female,0,Yes,Yes,35,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),55.1,1932.38,No,55.21,1928.5,2,1,0,3,25-48m,1,High-Risk Customers
C1002880,Male,0,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.37,300.35,Yes,75.09,321.48,4,1,1,3,0-6m,1,High-Risk Customers
C1002881,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),83.76,1555.57,No,81.87,1591.44,5,0,1,2,7-24m,2,Budget Customers
C1002882,Female,0,Yes,Yes,62,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,88.98,5493.46,Yes,88.6,5516.76,6,1,0,3,49m+,4,Loyal Premium Customers
C1002883,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,87.39,3474.69,No,86.87,3495.6,5,0,1,3,25-48m,4,Loyal Premium Customers
C1002884,Male,1,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.85,1413.99,Yes,22.09,1462.4,2,1,1,1,49m+,0,Budget Customers
C1002885,Male,0,Yes,No,40,No,No phone service,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),43.93,1734.17,No,43.35,1757.2,1,1,1,2,25-48m,0,Budget Customers
C1002886,Female,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),89.85,2061.09,Yes,89.61,2066.55,6,1,0,2,7-24m,2,Budget Customers
C1002887,Male,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,85.42,2126.51,No,85.06,2135.5,5,1,0,1,25-48m,2,Budget Customers
C1002888,Male,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Credit card (automatic),74.95,4100.81,No,73.23,4197.2,2,0,1,2,49m+,3,Budget Customers
C1002889,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.79,337.09,No,19.83,370.43,1,1,1,2,7-24m,0,Budget Customers
C1002890,Male,0,No,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.43,3582.4,Yes,83.31,3587.49,4,1,1,3,25-48m,4,Loyal Premium Customers
C1002891,Female,1,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,70.74,4789.8,No,70.44,4810.32,6,1,0,3,49m+,4,Loyal Premium Customers
C1002892,Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.97,5015.63,No,82.22,5000.17,2,0,1,3,49m+,4,Loyal Premium Customers
C1002893,Female,0,No,Yes,28,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),73.36,2036.46,No,72.73,2054.08,3,1,1,2,25-48m,2,Budget Customers
C1002894,Male,0,No,Yes,20,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Electronic check,62.07,1237.86,No,61.89,1241.4,4,1,0,2,7-24m,2,Budget Customers
C1002895,Female,0,Yes,No,45,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,73.68,3326.97,No,73.93,3315.6,1,1,0,3,25-48m,4,Loyal Premium Customers
C1002896,Female,1,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,72.98,3240.09,No,73.64,3211.12,2,0,0,1,25-48m,3,Budget Customers
C1002897,Female,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.24,4434.11,No,85.27,4432.48,4,0,0,3,49m+,4,Loyal Premium Customers
C1002898,Female,0,Yes,Yes,5,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),70.29,299.02,No,59.8,351.45,4,1,1,2,0-6m,2,Budget Customers
C1002899,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,79.23,3131.3,No,80.29,3089.97,4,0,1,3,25-48m,4,Loyal Premium Customers
C1002900,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Mailed check,85.54,29.73,No,29.73,0.0,5,1,0,1,0-6m,2,Budget Customers
C1002901,Female,0,Yes,No,72,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,55.56,3969.45,No,55.13,4000.32,3,1,0,3,49m+,4,Loyal Premium Customers
C1002902,Female,0,No,Yes,63,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.05,4735.86,No,75.17,4728.15,1,1,0,3,49m+,4,Loyal Premium Customers
C1002903,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),82.18,4409.58,No,81.66,4437.72,4,1,1,3,49m+,4,Loyal Premium Customers
C1002904,Female,0,Yes,No,21,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,72.4,1504.68,No,71.65,1520.4,2,1,0,3,7-24m,1,High-Risk Customers
C1002905,Female,0,No,Yes,54,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.08,997.38,No,18.47,976.32,1,1,0,2,49m+,0,Budget Customers
C1002906,Female,0,No,No,32,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),65.23,2093.08,Yes,65.41,2087.36,5,0,1,3,25-48m,1,High-Risk Customers
C1002907,Female,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,78.54,3701.08,No,78.75,3691.38,2,1,1,2,25-48m,3,Budget Customers
C1002908,Male,0,Yes,Yes,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),51.4,835.35,No,52.21,822.4,2,1,1,3,7-24m,1,High-Risk Customers
C1002909,Male,0,Yes,No,34,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),51.72,1800.51,No,52.96,1758.48,3,1,1,1,25-48m,2,Budget Customers
C1002910,Male,0,No,No,64,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),62.24,4003.26,No,62.55,3983.36,3,0,0,3,49m+,4,Loyal Premium Customers
C1002911,Male,1,Yes,No,13,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),87.76,1141.61,No,87.82,1140.88,5,1,1,3,7-24m,1,High-Risk Customers
C1002912,Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),68.6,1910.72,No,68.24,1920.8,1,0,0,1,25-48m,2,Budget Customers
C1002913,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Mailed check,86.29,1807.17,No,86.06,1812.09,5,1,0,1,7-24m,2,Budget Customers
C1002914,Male,0,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),68.69,883.03,No,67.93,892.97,2,0,0,1,7-24m,2,Budget Customers
C1002915,Male,0,Yes,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),68.38,1917.16,No,68.47,1914.64,4,1,1,3,25-48m,1,High-Risk Customers
C1002916,Female,1,Yes,No,44,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,57.33,2483.1,No,56.43,2522.52,4,1,0,2,25-48m,3,Budget Customers
C1002917,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.76,263.95,Yes,87.98,263.28,3,1,1,3,0-6m,1,High-Risk Customers
C1002918,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,27.43,421.36,No,30.1,384.02,1,1,0,2,7-24m,0,Budget Customers
C1002919,Male,1,Yes,Yes,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.62,1512.48,No,25.64,1511.58,2,1,1,3,49m+,0,Budget Customers
C1002920,Male,0,No,No,19,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),56.92,1079.85,No,56.83,1081.48,4,0,0,3,7-24m,1,High-Risk Customers
C1002921,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,75.8,1767.73,No,73.66,1819.2,3,1,0,1,7-24m,2,Budget Customers
C1002922,Male,0,Yes,No,49,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),89.05,4321.25,No,88.19,4363.45,5,1,1,1,49m+,3,Budget Customers
C1002923,Female,0,No,Yes,54,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),23.38,1223.56,No,22.66,1262.52,2,1,0,3,49m+,0,Budget Customers
C1002924,Male,0,No,No,70,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,63.27,4418.26,No,63.12,4428.9,4,0,0,3,49m+,4,Loyal Premium Customers
C1002925,Male,0,Yes,No,11,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,59.31,640.31,No,58.21,652.41,4,1,0,3,7-24m,1,High-Risk Customers
C1002926,Female,0,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,974.68,No,17.72,990.0,1,0,1,1,49m+,0,Budget Customers
C1002927,Male,0,No,No,52,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.59,3412.01,No,65.62,3410.68,5,0,0,3,49m+,4,Loyal Premium Customers
C1002928,Male,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,196.54,No,21.84,162.0,0,1,1,2,7-24m,0,Budget Customers
C1002929,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),86.09,5442.57,No,86.39,5423.67,5,0,0,3,49m+,4,Loyal Premium Customers
C1002930,Male,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,74.93,1697.8,No,77.17,1648.46,2,1,0,2,7-24m,2,Budget Customers
C1002931,Female,0,Yes,Yes,30,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,55.9,1628.44,No,54.28,1677.0,3,1,0,1,25-48m,2,Budget Customers
C1002932,Male,0,Yes,Yes,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,27.12,1579.57,No,27.23,1572.96,0,1,0,3,49m+,0,Budget Customers
C1002933,Male,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,55.34,2094.38,No,55.12,2102.92,3,1,0,2,25-48m,2,Budget Customers
C1002934,Female,0,No,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Credit card (automatic),82.83,1675.34,No,83.77,1656.6,3,0,0,2,7-24m,2,Budget Customers
C1002935,Male,0,No,No,23,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,54.24,1225.86,No,53.3,1247.52,2,0,0,3,7-24m,1,High-Risk Customers
C1002936,Female,0,Yes,Yes,54,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),61.95,3348.95,No,62.02,3345.3,5,1,0,1,49m+,3,Budget Customers
C1002937,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),76.05,974.32,Yes,74.95,988.65,2,0,1,2,7-24m,2,Budget Customers
C1002938,Female,0,Yes,No,34,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,49.25,1687.08,No,49.62,1674.5,2,1,0,3,25-48m,1,High-Risk Customers
C1002939,Male,0,Yes,No,54,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),84.54,4602.28,No,85.23,4565.16,4,1,1,3,49m+,4,Loyal Premium Customers
C1002940,Female,0,No,No,64,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Mailed check,77.12,4875.08,No,76.17,4935.68,2,0,0,1,49m+,3,Budget Customers
C1002941,Female,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.62,4465.0,No,74.42,4477.2,2,1,1,3,49m+,4,Loyal Premium Customers
C1002942,Female,0,No,Yes,26,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,79.41,2115.98,No,81.38,2064.66,2,1,1,1,25-48m,2,Budget Customers
C1002943,Male,1,Yes,No,14,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,51.84,755.3,Yes,53.95,725.76,2,1,0,3,7-24m,1,High-Risk Customers
C1002944,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.7,1628.54,No,23.95,1611.6,2,0,1,1,49m+,0,Budget Customers
C1002945,Male,0,Yes,No,43,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.03,2211.38,No,51.43,2237.29,1,1,1,3,25-48m,0,Budget Customers
C1002946,Female,1,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Electronic check,79.55,2284.54,No,78.78,2306.95,3,1,0,1,25-48m,2,Budget Customers
C1002947,Male,1,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),30.22,1968.28,No,30.28,1964.3,2,0,0,1,49m+,0,Budget Customers
C1002948,Female,0,No,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,950.2,No,17.93,954.0,1,1,0,3,49m+,0,Budget Customers
C1002949,Female,0,Yes,No,34,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,59.98,2004.47,No,58.96,2039.32,3,1,0,1,25-48m,2,Budget Customers
C1002950,Male,1,No,No,14,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,85.85,1187.42,No,84.82,1201.9,3,0,0,1,7-24m,2,Budget Customers
C1002951,Female,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.65,190.38,No,38.08,118.25,1,1,0,1,0-6m,0,Budget Customers
C1002952,Female,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,24.59,946.68,No,24.91,934.42,2,1,0,3,25-48m,0,Budget Customers
C1002953,Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,95.79,719.86,No,89.98,766.32,6,1,0,1,7-24m,2,Budget Customers
C1002954,Male,0,No,No,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),60.59,1383.46,No,62.88,1332.98,3,0,0,1,7-24m,2,Budget Customers
C1002955,Female,0,No,No,49,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),71.77,3498.78,Yes,71.4,3516.73,1,0,1,3,49m+,4,Loyal Premium Customers
C1002956,Male,0,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.46,55.13,No,55.13,0.0,2,0,1,1,0-6m,0,Budget Customers
C1002957,Male,0,No,Yes,72,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,57.86,4194.29,No,58.25,4165.92,2,1,0,3,49m+,4,Loyal Premium Customers
C1002958,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,470.11,No,15.16,558.0,1,1,1,3,25-48m,0,Budget Customers
C1002959,Male,0,Yes,No,63,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,82.22,5117.25,No,81.23,5179.86,4,1,0,3,49m+,4,Loyal Premium Customers
C1002960,Female,1,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),92.18,1105.35,No,92.11,1106.16,5,1,1,1,7-24m,2,Budget Customers
C1002961,Male,0,No,No,33,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),45.35,1510.21,No,45.76,1496.55,1,0,0,2,25-48m,0,Budget Customers
C1002962,Female,1,Yes,No,69,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,No,Mailed check,62.05,4299.74,No,62.32,4281.45,4,1,0,1,49m+,3,Budget Customers
C1002963,Male,1,No,Yes,46,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,2571.72,No,55.91,2541.5,2,1,1,3,25-48m,4,Loyal Premium Customers
C1002964,Female,0,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.87,1284.92,No,21.78,1290.33,2,0,1,2,49m+,0,Budget Customers
C1002965,Female,0,No,No,50,No,No phone service,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),70.06,3458.56,Yes,69.17,3503.0,1,0,1,2,49m+,3,Budget Customers
C1002966,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.02,4070.39,No,76.8,4082.06,2,1,1,3,49m+,4,Loyal Premium Customers
C1002967,Male,1,Yes,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,410.05,Yes,15.77,468.0,2,1,1,3,25-48m,0,Budget Customers
C1002968,Female,0,No,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.7,2586.47,No,78.38,2597.1,4,0,1,3,25-48m,1,High-Risk Customers
C1002969,Female,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.53,94.8,No,31.6,58.59,2,0,1,3,0-6m,0,Budget Customers
C1002970,Female,1,Yes,Yes,18,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,65.96,1232.57,Yes,68.48,1187.28,5,1,0,2,7-24m,2,Budget Customers
C1002971,Male,0,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,54.88,204.93,Yes,51.23,219.52,1,0,0,3,0-6m,1,High-Risk Customers
C1002972,Female,1,No,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,66.55,1542.74,Yes,67.08,1530.65,2,1,1,3,7-24m,1,High-Risk Customers
C1002973,Female,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.7,1190.62,No,22.9,1232.4,2,1,0,1,49m+,0,Budget Customers
C1002974,Male,0,No,Yes,14,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),80.7,1157.86,No,82.7,1129.8,2,1,1,3,7-24m,1,High-Risk Customers
C1002975,Male,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),57.09,1917.79,No,56.41,1941.06,4,1,1,2,25-48m,2,Budget Customers
C1002976,Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,707.53,No,17.69,720.0,2,0,1,3,25-48m,0,Budget Customers
C1002977,Female,0,Yes,Yes,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,78.71,885.51,No,80.5,865.81,4,1,0,3,7-24m,1,High-Risk Customers
C1002978,Male,1,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Mailed check,94.67,5572.44,No,94.45,5585.53,5,1,0,2,49m+,3,Budget Customers
C1002979,Male,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),90.06,5057.4,No,90.31,5043.36,4,1,1,1,49m+,3,Budget Customers
C1002980,Female,0,No,Yes,13,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,77.15,992.05,Yes,76.31,1002.95,3,1,1,3,7-24m,1,High-Risk Customers
