customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
C1003920,Female,0,No,No,16,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,52.84,828.36,No
C1003921,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),77.68,4734.42,No
C1003922,Male,0,No,No,56,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),78.44,4363.2,Yes
C1003923,Male,0,Yes,Yes,0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,71.87,0.0,No
C1003924,Female,0,Yes,No,12,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),65.18,789.01,Yes
C1003925,Female,0,No,No,40,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.01,2797.01,No
C1003926,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),81.15,928.6,No
C1003927,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Mailed check,82.16,5118.26,No
C1003928,Female,0,No,No,32,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Electronic check,51.24,1585.04,No
C1003929,Female,0,Yes,No,61,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,59.9,3698.67,No
C1003930,Female,0,No,Yes,8,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,56.82,441.61,No
C1003931,Male,0,No,Yes,1,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),58.47,42.79,Yes
C1003932,Female,1,Yes,No,46,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),79.94,3670.84,No
C1003933,Female,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),76.58,4438.77,No
C1003934,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,85.87,6140.05,No
C1003935,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),79.94,4573.09,No
C1003936,Female,0,No,Yes,54,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),61.27,3293.16,No
C1003937,Male,0,No,Yes,4,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),67.47,235.98,No
C1003938,Female,0,No,No,44,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.07,3509.75,No
C1003939,Female,0,No,No,52,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),73.44,3783.94,No
C1003940,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.62,756.2,No
C1003941,Male,1,No,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.81,6452.57,Yes
C1003942,Female,1,Yes,Yes,72,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),79.64,5771.84,No
C1003943,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.8,1743.05,No
C1003944,Male,0,No,No,64,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.02,4767.74,No
C1003945,Female,0,No,Yes,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.69,870.41,No
C1003946,Male,0,No,Yes,59,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,52.99,3109.09,No
C1003947,Male,0,No,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),49.37,240.62,No
C1003948,Female,0,No,Yes,16,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,79.0,1273.76,Yes
C1003949,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,77.42,3753.39,Yes
C1003950,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,82.83,694.61,Yes
C1003951,Male,0,No,No,59,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,95.57,5646.45,No
C1003952,Female,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Mailed check,75.53,879.99,No
C1003953,Male,0,Yes,No,25,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,No,Electronic check,94.78,2361.98,No
C1003954,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.18,978.84,No
C1003955,Female,0,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,91.53,3650.08,No
C1003956,Female,0,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.51,419.29,Yes
C1003957,Female,1,Yes,No,59,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),71.4,4206.01,No
C1003958,Male,0,No,No,64,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,62.72,3994.15,No
C1003959,Male,1,No,No,54,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.42,3931.6,No
C1003960,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.6,235.27,Yes
C1003961,Female,0,No,No,21,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),61.51,1302.94,Yes
C1003962,Female,0,No,No,16,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),57.72,932.95,Yes
C1003963,Male,0,Yes,No,43,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),59.83,2558.34,No
C1003964,Male,0,Yes,No,64,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,62.11,3993.35,No
C1003965,Female,0,Yes,Yes,64,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,87.91,5606.69,No
C1003966,Female,0,Yes,No,69,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.2,4257.99,No
C1003967,Male,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Electronic check,95.14,4764.5,No
C1003968,Female,1,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.23,338.13,No
C1003969,Female,1,No,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),84.9,2423.45,Yes
C1003970,Male,0,No,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),87.0,1895.16,No
C1003971,Female,0,Yes,Yes,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.42,57.61,No
C1003972,Male,1,No,No,58,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,84.87,4931.48,Yes
C1003973,Male,0,No,No,42,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,69.99,3010.9,No
C1003974,Male,0,No,No,70,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),56.88,3941.7,No
C1003975,Female,0,No,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.78,1233.66,No
C1003976,Female,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),21.24,1039.37,No
C1003977,Female,0,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),59.02,224.56,No
C1003978,Female,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.66,2337.93,No
C1003979,Male,0,Yes,Yes,34,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,52.42,1759.97,No
C1003980,Male,0,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,74.18,3620.83,No
C1003981,Male,0,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,720.74,No
C1003982,Female,0,Yes,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,81.07,4551.68,No
C1003983,Female,0,Yes,No,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),64.73,68.49,Yes
C1003984,Female,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.24,756.2,Yes
C1003985,Male,1,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.16,1571.62,No
C1003986,Male,0,Yes,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.63,723.19,No
C1003987,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),76.65,4616.96,No
C1003988,Male,0,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.08,1050.87,No
C1003989,Male,0,No,No,8,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,79.92,608.52,No
C1003990,Female,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,885.83,Yes
C1003991,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),77.21,990.24,Yes
C1003992,Male,0,No,No,11,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),83.29,897.31,No
C1003993,Male,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.09,353.92,No
C1003994,Female,1,Yes,No,55,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,89.36,4938.19,No
C1003995,Male,0,No,No,6,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.59,544.86,No
C1003996,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,848.99,No
C1003997,Female,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,476.06,No
C1003998,Female,0,No,No,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,71.76,1383.58,No
C1003999,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,78.77,1344.68,Yes
C1004000,Male,0,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.11,502.55,No
C1004001,Female,0,No,No,25,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.51,1793.34,No
C1004002,Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Mailed check,83.83,1877.5,No
C1004003,Male,0,Yes,Yes,37,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,61.25,2273.87,No
C1004004,Female,0,No,No,72,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),77.25,5616.5,No
C1004005,Female,0,No,Yes,32,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),70.86,2338.52,No
C1004006,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,81.72,1060.36,No
C1004007,Female,0,Yes,Yes,44,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,82.34,3636.67,No
C1004008,Male,0,Yes,Yes,60,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),64.3,3846.82,No
C1004009,Male,0,No,No,43,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,63.18,2748.57,No
C1004010,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),80.24,3081.66,No
C1004011,Female,0,No,No,48,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,54.58,2610.28,No
C1004012,Female,0,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.88,1359.76,No
C1004013,Male,1,Yes,Yes,5,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,69.79,347.28,Yes
C1004014,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,19.16,1335.4,No
C1004015,Male,0,No,No,65,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Credit card (automatic),84.33,5490.85,No
C1004016,Male,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.8,1473.33,No
C1004017,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,81.28,2945.34,No
C1004018,Male,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.44,1302.98,No
C1004019,Female,0,No,No,5,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),81.71,402.67,No
C1004020,Male,0,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,84.0,2471.82,Yes
C1004021,Male,1,No,Yes,64,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,58.82,3769.25,No
C1004022,Female,0,Yes,Yes,19,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.64,1364.37,Yes
C1004023,Male,0,No,Yes,55,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,58.81,3192.54,No
C1004024,Male,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.68,478.76,No
C1004025,Male,0,No,No,43,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,91.63,3957.85,No
C1004026,Male,0,No,Yes,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,80.37,3816.35,No
C1004027,Male,0,No,Yes,64,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,55.24,3510.66,No
C1004028,Female,1,No,Yes,24,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.5,1568.3,Yes
C1004029,Male,0,Yes,No,57,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.88,5363.65,No
C1004030,Female,0,No,No,31,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Electronic check,77.19,2420.04,No
C1004031,Female,0,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.47,2130.09,Yes
C1004032,Male,0,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.08,56.44,No
C1004033,Male,1,No,Yes,5,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,67.71,296.29,Yes
C1004034,Male,0,No,No,56,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,87.29,4882.31,No
C1004035,Male,0,No,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,62.77,445.6,No
C1004036,Female,1,No,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),72.02,537.77,No
C1004037,Female,1,No,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),76.94,963.55,No
C1004038,Male,1,No,No,24,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.1,1857.71,Yes
C1004039,Male,0,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,80.38,833.84,Yes
C1004040,Male,0,No,No,43,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Mailed check,55.9,2358.15,No
C1004041,Female,0,Yes,No,60,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,No,Electronic check,62.54,3747.61,No
C1004042,Female,0,No,No,38,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.99,1955.44,Yes
C1004043,Male,1,No,No,48,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),80.64,3855.39,No
C1004044,Male,0,No,Yes,65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.26,3686.27,No
C1004045,Male,0,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),83.03,5412.92,No
C1004046,Male,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.11,3591.08,No
C1004047,Male,1,Yes,Yes,4,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),88.12,393.44,No
C1004048,Male,0,Yes,Yes,57,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Bank transfer (automatic),83.28,4758.41,No
C1004049,Male,1,No,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.97,1226.24,No
C1004050,Male,0,Yes,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,414.47,No
C1004051,Male,0,Yes,No,11,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,83.95,929.7,No
C1004052,Female,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.04,217.31,No
C1004053,Female,1,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.65,435.12,Yes
C1004054,Male,1,Yes,No,54,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Credit card (automatic),63.09,3404.66,No
C1004055,Male,0,No,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),84.23,5838.18,No
C1004056,Female,0,No,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.41,945.93,No
C1004057,Female,0,No,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),18.0,598.17,No
C1004058,Male,0,No,No,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.0,1139.74,No
C1004059,Female,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.05,421.86,Yes
C1004060,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),67.01,4581.17,No
C1004061,Male,0,No,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.62,87.99,Yes
C1004062,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),79.37,1597.61,No
C1004063,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.34,197.91,No
C1004064,Female,0,Yes,Yes,55,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,73.91,4056.86,No
C1004065,Male,1,Yes,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,533.61,No
C1004066,Female,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,73.64,2265.52,No
C1004067,Male,0,No,No,39,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),46.92,1825.52,No
C1004068,Female,0,No,No,21,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,61.29,1227.0,No
C1004069,Male,1,Yes,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,89.72,4923.81,No
C1004070,Male,0,No,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,74.89,2321.03,Yes
C1004071,Female,0,No,No,58,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.33,5265.96,Yes
C1004072,Female,0,No,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,74.14,3466.31,No
C1004073,Female,1,Yes,No,49,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,894.23,Yes
C1004074,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.08,1447.82,Yes
C1004075,Male,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,85.4,3099.76,No
C1004076,Female,0,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,77.15,1655.03,Yes
C1004077,Female,0,No,No,53,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,86.62,4578.2,No
C1004078,Male,1,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),74.88,3853.88,No
C1004079,Female,1,Yes,No,35,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,62.78,2226.65,No
C1004080,Female,0,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.61,1996.49,Yes
C1004081,Male,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,76.21,5137.9,Yes
C1004082,Female,1,No,Yes,18,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),66.06,1196.78,Yes
C1004083,Female,1,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,78.98,416.27,Yes
C1004084,Female,0,No,No,46,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),71.16,3290.57,No
C1004085,Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,75.21,360.34,No
C1004086,Male,0,Yes,No,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,18.0,971.64,No
C1004087,Female,1,Yes,No,61,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.38,5430.67,No
C1004088,Female,0,No,Yes,52,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.94,2375.14,No
C1004089,Female,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,73.33,1186.31,Yes
C1004090,Female,0,Yes,No,68,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,63.18,4274.9,No
C1004091,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,77.2,500.05,No
C1004092,Male,0,Yes,Yes,7,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,61.56,474.84,No
C1004093,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,430.19,No
C1004094,Female,0,Yes,No,39,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,52.92,2052.17,No
C1004095,Female,0,No,No,51,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,81.62,4152.56,No
C1004096,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Electronic check,80.25,1696.94,Yes
C1004097,Male,1,No,Yes,66,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.58,4016.05,Yes
C1004098,Female,0,No,No,59,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Electronic check,62.72,3639.85,No
C1004099,Male,0,Yes,No,16,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,60.17,935.82,No
C1004100,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,50.37,204.73,Yes
C1004101,Female,0,Yes,No,51,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.35,4548.38,No
C1004102,Male,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.26,231.49,No
